Date,Month,Year,Quarter,Time Of Day,Primary Keywords,Secondary Keywords,Long-Tail Keywords,Location,Social Media Source,Media Type,Device Type,Organic_Traffic,Keywords_Ranking,Clicks,Impressions,CTR (%),Average_Position,Backlinks,Domain_Authority,Bounce_Rate (%),Pages_per_Session,Organic_vs_Paid_Traffic_Split (%),Organic_Traffic_Growth_Rate (%),Conversion_Rate (%),Goal_Completions,Average_Session_Duration (sec),New_vs_Returning_Visitors (%),Exit_Rate (%),Top_Landing_Pages,Keyword_Difficulty,CPC_for_Paid_Keywords ($),Indexed_Pages,Mobile_vs_Desktop_Traffic_Split (%),Organic_Revenue ($),Page_Load_Time (sec),Core_Web_Vitals_LCP (sec),Core_Web_Vitals_FID (ms),Core_Web_Vitals_CLS,Social_Shares,Referral_Traffic,Technical_SEO_Errors,Bounce_Rate_by_Device_Mobile (%),Time_to_First_Byte_TTFB (ms)
8/24/23 0:00,August,2023,Q3,Night,vegan leather handbags,athleisure for eco-conscious consumers,sustainable fashion for athletes,Australia,Facebook,Product page,Desktop,853,10,1135,27172,8.42,42.47,917,78,59.66,6.17,79.48,16.42,6.25,71,274,59.87,18.65,Blog Post,21.15,2.24,4947,68.03,6634.65,7.57,3.56,739.42,0.27,246,424,4,44.29,933
8/24/23 1:00,August,2023,Q3,Night,vegan leather handbags,sustainable activewear,carbon-neutral activewear,United States,Snapchat,Image gallery,Desktop,6062,29,1471,18450,8.96,23.28,589,34,35.37,2.28,88.28,42.3,4.32,316,480,60.33,34.28,Blog Post,10.76,9.4,2959,57.79,8023.47,2.89,3.22,787.01,0.97,251,4763,13,49.68,827
8/24/23 2:00,August,2023,Q3,Night,recycled fabric dresses,green fashion trends,best organic cotton t-shirts in the US,United Kingdom,Facebook,Product page,Desktop,5558,69,252,6793,2.38,1.77,561,60,27.74,7.17,89.06,6.35,2.61,411,416,48.1,18.98,Blog Post,45.16,1.55,4134,88.02,214.22,1.92,3.85,807.19,0.52,483,3270,12,62.45,850
8/24/23 3:00,August,2023,Q3,Night,sustainable outdoor gear,green fashion trends,best organic cotton t-shirts in the US,United States,Twitter,Image gallery,Laptop,2296,29,2725,1548,1.95,45.3,991,81,52.17,8.05,79.91,34.16,6.89,29,310,76.49,29.25,Homepage,23.26,6.64,2246,86.23,4870.29,8.05,4.57,853,1,298,2484,16,22.7,281
8/24/23 4:00,August,2023,Q3,Night,eco-friendly accessories,eco-friendly sportswear,carbon-neutral activewear,United Kingdom,Instagram,Product page,Laptop,8773,50,1934,35025,6.2,25.56,519,48,54.64,7.41,70.53,-7.43,9.03,247,518,49.99,40.66,Category Page,74.21,3.53,3457,87.64,7862.02,4.45,1.15,754.2,0.41,333,4016,15,39.78,328
8/24/23 5:00,August,2023,Q3,Night,eco-friendly clothing,ethical fashion brands,sustainable fashion for athletes,Australia,TikTok,Image gallery,Mobile,1838,79,333,29714,1.28,10.89,496,10,62.74,7.62,58.33,37.86,13.25,441,234,69.25,19.16,Blog Post,73.29,2.39,4645,79.47,6931.48,7.94,1.69,828.43,0.15,331,4367,3,48.18,702
8/24/23 6:00,August,2023,Q3,Morning,vegan leather handbags,sustainable activewear,carbon-neutral activewear,Germany,YouTube,Image gallery,Tablet,6594,23,2401,32682,5.6,13.84,979,40,55.95,8.73,92.98,30.42,8.28,47,38,44.17,34.93,Blog Post,12.55,4.5,799,57.62,1200.85,6.75,3.03,171.88,0.37,138,3649,4,63.04,956
8/24/23 7:00,August,2023,Q3,Morning,organic cotton apparel,athleisure for eco-conscious consumers,best organic cotton t-shirts in the US,Canada,TikTok,Shorts,Desktop,5549,44,231,19538,5.55,28.24,493,59,15.04,4.03,84.85,-0.48,8.85,161,189,71.81,19.99,Blog Post,31.49,2.8,2953,59.85,5109.19,8.86,2.37,921.91,0.8,132,1451,13,10.79,899
8/24/23 8:00,August,2023,Q3,Morning,organic cotton apparel,ethical fashion brands,where to buy recycled polyester running shorts,Canada,Instagram,Image gallery,Tablet,9380,7,352,5696,3.61,21.18,647,61,42.17,2.29,81.22,10.84,4.57,299,538,58.36,41.15,Category Page,21.92,8.1,4828,83.51,1843.54,9.05,2.16,626.77,0.19,190,4605,8,38.66,291
8/24/23 9:00,August,2023,Q3,Morning,organic cotton apparel,eco-friendly hiking gear,carbon-neutral activewear,Mexico,TikTok,Blog post,Laptop,5617,7,663,43385,0.97,28.72,693,19,30.99,8.66,54.01,16.59,3.93,180,331,65.8,43.62,Category Page,53.69,0.97,4196,51.33,9104.09,5.33,3.32,913.94,0.56,147,1250,1,20.65,526
8/24/23 10:00,August,2023,Q3,Morning,eco-friendly clothing,eco-friendly sportswear,carbon-neutral activewear,Australia,Pinterest,Video,Tablet,2122,81,1566,10223,9.35,7.2,501,14,29.06,3.87,81.54,10.4,7.71,361,91,41.95,32.45,Product Page,26.07,1.54,3225,62.12,9996.45,7,3.58,363.99,0.54,245,2672,11,34.32,327
8/24/23 11:00,August,2023,Q3,Morning,eco-friendly clothing,ethical fashion brands,best organic cotton t-shirts in the US,United Kingdom,Facebook,Product page,Laptop,9127,32,913,22142,8.53,49.82,793,30,25.64,1.6,84.03,-4.71,7.35,276,227,75.95,47.14,Product Page,81.53,4.6,866,65.07,9355.76,8.7,2.34,123.75,0.43,272,957,13,52.24,821
8/24/23 12:00,August,2023,Q3,Afternoon,eco-friendly accessories,sustainable activewear,where to buy recycled polyester running shorts,Australia,TikTok,Product page,Laptop,1290,40,2396,45085,5.38,28.45,245,47,62.43,1.49,79.87,14.06,12.83,95,199,66.73,10.21,Category Page,62.57,8.76,933,68.15,8724.5,7.07,3.57,505.97,0.63,162,1547,11,56.22,424
8/24/23 13:00,August,2023,Q3,Afternoon,recycled fabric dresses,eco-friendly hiking gear,where to buy recycled polyester running shorts,Mexico,Instagram,Video,Mobile,7349,8,2981,31776,2.44,34.91,841,69,20.33,6.02,72.39,11.02,7.4,453,267,55.52,43.21,Blog Post,72.03,1.22,4875,88.25,2206.1,3.33,3.4,600.45,0.62,310,1272,6,46.58,514
8/24/23 14:00,August,2023,Q3,Afternoon,vegan leather handbags,green fashion trends,sustainable fashion for athletes,Germany,Twitter,Video,Mobile,8109,10,526,36717,4.89,11.39,98,35,52.04,6.7,81.9,46.67,1.84,430,389,49.51,33.32,Product Page,13.33,5.69,1083,55.92,9186.27,3.16,2.24,661.4,0.95,8,1925,4,61.81,301
8/24/23 15:00,August,2023,Q3,Afternoon,vegan leather handbags,ethical fashion brands,eco-friendly clothing for hikers,Germany,Pinterest,Blog post,Mobile,7277,7,2033,47281,1.26,32.66,458,19,60,1.04,73.03,8.24,0.96,305,238,50.07,41.29,Homepage,47.57,6.99,4885,62.89,4389.88,5.11,1.41,957.75,0.22,345,1885,7,66.34,658
8/24/23 16:00,August,2023,Q3,Afternoon,recycled fabric dresses,green fashion trends,carbon-neutral activewear,United Kingdom,Snapchat,Image gallery,Desktop,630,42,2780,9261,2.48,42.96,823,79,27.79,8.12,56.16,43.47,7.05,238,180,72.14,24.48,Blog Post,88.34,2.39,847,88.34,8202.71,3.94,1.43,891.35,0.85,116,2709,10,64.59,758
8/24/23 17:00,August,2023,Q3,Afternoon,vegan leather handbags,green fashion trends,where to buy recycled polyester running shorts,Mexico,Snapchat,Video,Desktop,9947,72,2497,14189,1.35,35.33,582,69,31.7,7.9,82.76,2.84,3.42,70,453,67.03,25.93,Product Page,80.39,3.54,3614,80.59,6087,7.02,4.52,636.25,0.38,453,3190,16,25.82,1291
8/24/23 18:00,August,2023,Q3,Evening,recycled fabric dresses,ethical fashion brands,biodegradable outdoor clothing,United Kingdom,TikTok,Video,Mobile,1721,11,748,32967,1.45,49.67,102,41,55.63,3.55,93.6,-3.15,4.81,70,286,69.2,33.68,Blog Post,56.44,5.45,722,73.07,2164.37,5.72,4.42,958.15,0.31,304,4962,7,29.23,164
8/24/23 19:00,August,2023,Q3,Evening,vegan leather handbags,sustainable activewear,best organic cotton t-shirts in the US,United States,Instagram,Infographic,Laptop,2822,72,1776,48375,6.63,20.65,199,16,31.13,1.23,80.46,34.06,5.21,258,373,73.82,11.52,Product Page,37.75,0.93,2950,60.03,4744.09,8.75,1.32,715.7,0.42,462,2847,9,17.62,551
8/24/23 20:00,August,2023,Q3,Evening,eco-friendly accessories,eco-friendly hiking gear,biodegradable outdoor clothing,Australia,Instagram,Shorts,Mobile,7924,48,1645,13619,3.27,17.23,583,44,74.38,6.03,88.79,-7.79,11.35,103,201,43.87,27.23,Product Page,14.34,4.36,4066,84.8,1656.54,6.71,1.15,953.27,0.16,425,2334,19,39.79,1158
8/24/23 21:00,August,2023,Q3,Evening,vegan leather handbags,eco-friendly hiking gear,eco-friendly clothing for hikers,Canada,Twitter,Blog post,Desktop,7606,20,2560,5640,2.45,1.4,630,16,49.31,2.43,82.06,20.29,13.04,198,377,55.06,31.25,Product Page,67.39,2.75,3582,66.15,6607.86,2.22,2.03,865.31,0.65,91,1537,7,60.3,723
8/24/23 22:00,August,2023,Q3,Evening,organic cotton apparel,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,Australia,Instagram,Shorts,Laptop,9615,97,2084,25448,6.41,37.62,580,21,78.32,8.14,99.83,-9.17,12.68,248,102,43.27,30.01,Blog Post,71.4,5.76,2727,65.47,7329.32,1.91,2.62,795.41,0.46,470,4576,10,31.9,1177
8/24/23 23:00,August,2023,Q3,Evening,vegan leather handbags,athleisure for eco-conscious consumers,carbon-neutral activewear,United Kingdom,Pinterest,Image gallery,Mobile,3300,96,1410,19241,9,27.07,970,35,60.03,3,92.07,14.36,13,43,432,51.83,24.87,Blog Post,66.87,0.54,4778,75.69,3704.47,6.59,1.79,767.06,0.98,212,1649,9,31.55,1171
8/25/23 0:00,August,2023,Q3,Night,eco-friendly clothing,sustainable activewear,sustainable fashion for athletes,Canada,Facebook,Product page,Desktop,9801,67,1586,45401,6.41,4.27,274,26,48.89,4.16,91.6,-0.15,4.51,285,460,73.86,47.84,Blog Post,23.1,0.58,4959,58.71,538.74,7.45,1.99,958.55,0.22,414,1870,12,54.47,1370
8/25/23 1:00,August,2023,Q3,Night,organic cotton apparel,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,Mexico,TikTok,Blog post,Mobile,4717,92,1529,13782,7.08,6.1,734,79,79.1,2.74,68.09,38.91,11.27,257,367,63.02,44.25,Category Page,51.33,9.25,4187,58.56,6178.76,7.54,4.32,689.15,0.63,453,4279,3,20.67,305
8/25/23 2:00,August,2023,Q3,Night,vegan leather handbags,eco-friendly sportswear,carbon-neutral activewear,Australia,Twitter,Blog post,Tablet,9300,8,318,32473,3.69,8.74,522,55,15.12,8.73,75.92,22.16,1.51,218,396,76.11,36.25,Category Page,87.37,7.25,2699,54.31,7052.32,9.95,1.35,221.58,0.51,121,2965,6,56.59,1313
8/25/23 3:00,August,2023,Q3,Night,recycled fabric dresses,athleisure for eco-conscious consumers,biodegradable outdoor clothing,Mexico,Instagram,Product page,Tablet,1186,62,2536,34752,5.53,30.01,549,21,65.63,2.72,57.73,6.07,5.25,216,402,58.4,45.54,Product Page,15.03,2.49,4265,71.12,9577.38,3.91,1.06,195.22,0.27,122,2708,0,29.35,1485
8/25/23 4:00,August,2023,Q3,Night,eco-friendly accessories,eco-friendly sportswear,biodegradable outdoor clothing,Australia,Instagram,Product page,Mobile,8303,53,89,26201,2.23,12.87,958,50,61.68,9.53,83.3,14.64,3.11,343,279,54.57,27.49,Homepage,17.66,3.73,1320,66.52,2710.54,2.58,2.49,569.33,0.77,458,3625,13,11.93,901
8/25/23 5:00,August,2023,Q3,Night,eco-friendly accessories,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,Mexico,Snapchat,Video,Laptop,2458,35,2980,31959,2.97,16.29,707,27,28.06,4.72,84.24,10.15,14.96,339,439,74.16,13.51,Category Page,17.8,4.15,3888,72.64,1559.5,2.18,1,989.78,0.97,328,3001,10,35.54,195
8/25/23 6:00,August,2023,Q3,Morning,eco-friendly accessories,eco-friendly hiking gear,biodegradable outdoor clothing,Germany,TikTok,Image gallery,Mobile,9518,39,107,35173,8.57,1.41,91,59,68.08,6.83,52.32,23.41,1.04,481,549,55.25,42.99,Product Page,42.12,1.21,4795,81.71,9898.67,9.61,1.2,904.44,0.78,92,828,6,69.75,1244
8/25/23 7:00,August,2023,Q3,Morning,eco-friendly accessories,athleisure for eco-conscious consumers,biodegradable outdoor clothing,United States,Snapchat,Product page,Laptop,6530,10,2120,31535,3.2,1.65,845,77,31.61,9.58,86.44,-3.58,12.2,81,442,73.89,20.07,Product Page,71.41,8.53,3429,58.05,3677.69,7.31,3.78,350.64,0.21,205,2894,17,53.54,965
8/25/23 8:00,August,2023,Q3,Morning,sustainable outdoor gear,eco-friendly sportswear,best organic cotton t-shirts in the US,Mexico,Facebook,Video,Tablet,3738,4,2810,14934,4.69,22.11,675,28,16.68,1.09,65.76,4.43,10.27,172,494,56.22,38.8,Homepage,35.94,1.32,4349,68.83,6096.08,3.58,4.9,286.25,0.68,47,2635,0,13.48,359
8/25/23 9:00,August,2023,Q3,Morning,vegan leather handbags,green fashion trends,biodegradable outdoor clothing,United States,YouTube,Infographic,Tablet,8230,11,774,33803,5.99,32.57,738,73,21.74,2.82,80.76,49.81,13.57,76,257,79.84,33.73,Product Page,51.24,6.67,3596,71.79,9345.94,3.29,3.51,141.29,1,263,2010,11,69.76,668
8/25/23 10:00,August,2023,Q3,Morning,organic cotton apparel,eco-friendly sportswear,sustainable fashion for athletes,Australia,Pinterest,Infographic,Laptop,8277,22,1788,34528,7.58,38.57,508,13,78.52,3.51,57.75,24.46,2.26,230,82,44,28.84,Homepage,38.58,7.72,3693,62.07,1218.83,1.69,1.99,320.38,0.87,480,1078,12,50.15,1007
8/25/23 11:00,August,2023,Q3,Morning,eco-friendly accessories,athleisure for eco-conscious consumers,carbon-neutral activewear,Germany,Pinterest,Shorts,Mobile,847,26,761,13948,9.2,12.31,581,33,23.79,8.83,58.56,9.67,7.76,141,426,63.43,36.24,Category Page,29.18,5.65,2041,59.08,9908.95,2.39,3.57,857.56,0.12,328,1219,3,21.32,334
8/25/23 12:00,August,2023,Q3,Afternoon,organic cotton apparel,green fashion trends,eco-friendly clothing for hikers,Canada,Facebook,Blog post,Tablet,7352,59,1952,25901,4.68,43.67,327,83,39.52,2.63,54.27,16.6,7.97,446,529,61.37,30.95,Homepage,34.21,7.79,4810,83.49,4902.89,3.17,4.41,770.03,0.23,317,2464,13,19.86,1385
8/25/23 13:00,August,2023,Q3,Afternoon,recycled fabric dresses,green fashion trends,eco-friendly clothing for hikers,United Kingdom,TikTok,Image gallery,Desktop,4531,63,2588,47621,9.74,37.03,558,34,30.3,1.79,59.94,45.02,5.07,340,488,60.15,29.88,Category Page,34.05,1.89,4051,87.57,7409.53,1.57,2.19,665.9,0.43,409,2387,6,46.31,271
8/25/23 14:00,August,2023,Q3,Afternoon,recycled fabric dresses,eco-friendly hiking gear,biodegradable outdoor clothing,United States,TikTok,Video,Tablet,473,53,2847,38006,2.23,41.5,817,43,61.19,7.39,92.69,30.77,5.83,298,138,58.02,37.83,Homepage,70.24,7.08,1235,73.35,5983.19,8.83,4.53,706.63,0.13,298,2681,15,28.22,1369
8/25/23 15:00,August,2023,Q3,Afternoon,organic cotton apparel,eco-friendly sportswear,sustainable fashion for athletes,Canada,Facebook,Shorts,Tablet,6925,80,2420,47217,7.28,20.21,107,59,59.4,7.76,88.25,7.74,9.62,228,393,66.78,19.39,Homepage,59.39,5.34,804,72,7229.38,1.52,1.59,475.74,0.59,241,559,9,49.38,298
8/25/23 16:00,August,2023,Q3,Afternoon,eco-friendly accessories,ethical fashion brands,carbon-neutral activewear,Germany,Snapchat,Infographic,Tablet,7778,28,753,19599,7.57,38.58,367,86,29.18,8.05,68.45,0.77,10.72,126,586,73.55,11.83,Category Page,11.15,7.97,4231,78.29,6136.88,2.88,1.75,992.83,0.79,280,4813,14,52.3,1217
8/25/23 17:00,August,2023,Q3,Afternoon,sustainable outdoor gear,sustainable activewear,eco-friendly clothing for hikers,United States,TikTok,Product page,Laptop,8645,41,472,19161,4.29,18.58,208,77,67.06,4.61,52.02,26.65,1.18,122,452,58.18,17.26,Category Page,39.77,5.35,1816,89.56,9571.85,7.26,2.65,344.59,0.95,58,3519,6,53.09,614
8/25/23 18:00,August,2023,Q3,Evening,organic cotton apparel,ethical fashion brands,where to buy recycled polyester running shorts,Canada,YouTube,Shorts,Tablet,7731,28,2707,36713,2.42,38.65,693,62,18.14,5.8,63,8.68,11.77,136,541,73.09,19.52,Product Page,35.28,1.55,3092,80.01,8156.01,9.22,1.04,482.3,0.91,185,2294,8,56.12,1480
8/25/23 19:00,August,2023,Q3,Evening,organic cotton apparel,eco-friendly hiking gear,best organic cotton t-shirts in the US,United States,Instagram,Shorts,Tablet,3540,42,1054,29925,5.36,19.13,791,73,11.8,1.13,76.16,-5.92,11.87,150,141,56.28,18.17,Homepage,56.96,3.89,1269,80.75,4906.22,2.9,2.94,201.03,0.78,415,4257,3,43.42,623
8/25/23 20:00,August,2023,Q3,Evening,eco-friendly accessories,green fashion trends,biodegradable outdoor clothing,Australia,Snapchat,Infographic,Tablet,6964,97,1274,49839,4.59,38.7,760,55,28.99,1.54,56.85,38.31,2.38,64,366,66.82,21.2,Homepage,89.81,8.82,2216,68.95,962.6,4.92,2.97,636.62,0.97,276,493,10,20.64,947
8/25/23 21:00,August,2023,Q3,Evening,sustainable outdoor gear,eco-friendly hiking gear,carbon-neutral activewear,United States,Snapchat,Blog post,Desktop,5207,44,1086,8020,8.2,14.94,123,65,58.49,2.58,90.92,47.41,8.75,451,497,62.85,16.38,Product Page,39.97,3.64,868,83.68,6515.64,1.65,1.05,121.04,0.97,420,4024,14,23.81,826
8/25/23 22:00,August,2023,Q3,Evening,vegan leather handbags,eco-friendly sportswear,best organic cotton t-shirts in the US,Canada,Instagram,Blog post,Tablet,5861,52,1971,45362,1.53,8.44,688,27,66.2,1.41,85.86,34.15,9.81,189,534,48.93,35.36,Blog Post,78.79,6.07,3240,79.87,7003.81,7.82,3.37,954.76,0.99,170,2464,10,14.18,1186
8/25/23 23:00,August,2023,Q3,Evening,recycled fabric dresses,green fashion trends,sustainable fashion for athletes,United Kingdom,YouTube,Product page,Desktop,9498,33,771,32855,9.23,32.45,567,12,13.11,4.88,92.02,49.84,7.22,315,523,69.51,29.84,Category Page,87.29,3.59,4778,65.92,324.09,9.24,1.02,212.64,0.42,387,3245,2,52.76,969
8/26/23 0:00,August,2023,Q3,Night,recycled fabric dresses,eco-friendly sportswear,sustainable fashion for athletes,Australia,YouTube,Product page,Tablet,6034,67,2141,37677,4.53,10.88,750,16,75.15,6.48,53.63,-7.8,13.42,147,593,41.46,28.36,Blog Post,53.07,4.29,4237,72.8,9725.93,4.6,2.43,194.9,1,370,4161,8,49.76,469
8/26/23 1:00,August,2023,Q3,Night,sustainable outdoor gear,green fashion trends,where to buy recycled polyester running shorts,Germany,Snapchat,Image gallery,Tablet,3199,69,423,21260,4.79,32.16,562,23,33.51,2.52,99.7,33.04,7.55,100,353,69.13,48.1,Homepage,42.62,9.13,2220,56.08,3577.13,9.78,3.25,283.29,0.86,152,3027,0,36.23,896
8/26/23 2:00,August,2023,Q3,Night,sustainable outdoor gear,eco-friendly hiking gear,where to buy recycled polyester running shorts,United Kingdom,Instagram,Infographic,Laptop,9119,64,1655,25624,2.46,24.7,524,17,65.39,1.07,57.15,33.46,8.01,421,143,47.86,45.78,Blog Post,10.42,2.39,1171,54.89,6727.93,1.37,4.96,970.18,0.35,307,2839,7,45.28,142
8/26/23 3:00,August,2023,Q3,Night,eco-friendly accessories,sustainable activewear,eco-friendly clothing for hikers,United Kingdom,TikTok,Image gallery,Laptop,1844,15,1582,1467,6.25,30.67,927,45,10.93,6.73,79.02,26.7,6.78,242,463,49.51,43.98,Blog Post,29.82,9.11,3856,53.59,2469.76,8.07,2.65,755.47,0.92,417,3582,14,48.84,207
8/26/23 4:00,August,2023,Q3,Night,organic cotton apparel,eco-friendly hiking gear,carbon-neutral activewear,Germany,YouTube,Blog post,Tablet,147,98,2491,45004,1.22,8.15,406,62,37.76,6.17,87.44,14.9,12.83,49,292,47.16,37.57,Homepage,41.24,4.86,3857,77.11,7561.72,4.36,1.94,153.73,0.82,432,694,13,44.69,591
8/26/23 5:00,August,2023,Q3,Night,eco-friendly clothing,ethical fashion brands,where to buy recycled polyester running shorts,Germany,TikTok,Blog post,Laptop,7792,52,2477,44484,4.34,36.19,346,63,41.49,6.5,57.88,-3.58,1.74,483,537,62.86,11.35,Category Page,40.83,6.59,2161,82.92,384.85,9.07,1.96,895.08,0.97,152,4912,16,18.22,974
8/26/23 6:00,August,2023,Q3,Morning,recycled fabric dresses,athleisure for eco-conscious consumers,eco-friendly clothing for hikers,Australia,Snapchat,Video,Mobile,1009,26,986,42043,0.65,25.98,918,53,69.14,9.57,72.19,13.86,11.8,252,130,75.76,37.56,Homepage,87.38,2.39,1710,73.23,3821.82,1.38,1.27,671.77,0.18,405,4688,6,11.86,896
8/26/23 7:00,August,2023,Q3,Morning,eco-friendly accessories,green fashion trends,sustainable fashion for athletes,Canada,Pinterest,Blog post,Laptop,3765,63,2566,6162,7.09,38.5,609,44,77.41,7.26,87.38,10.8,0.8,290,55,53.83,24.2,Blog Post,78.69,4.56,1260,51.86,1052.06,2.26,3.08,121.81,0.12,295,4741,5,51.3,238
8/26/23 8:00,August,2023,Q3,Morning,recycled fabric dresses,ethical fashion brands,where to buy recycled polyester running shorts,Mexico,Instagram,Image gallery,Laptop,827,17,383,41264,4.84,38.94,579,51,45.73,5.95,94.43,28.36,8.4,164,555,73.89,42.72,Product Page,39.5,5.71,706,50.92,6515.28,3.08,3.4,874.96,0.55,474,1084,11,45.19,1185
8/26/23 9:00,August,2023,Q3,Morning,eco-friendly accessories,athleisure for eco-conscious consumers,sustainable fashion for athletes,Mexico,Instagram,Infographic,Tablet,3988,80,979,11199,6.01,16.81,334,51,45.87,5.1,75.07,22.23,10.16,51,310,59.31,43.79,Blog Post,48.06,7.38,1191,85.58,3394.19,1.14,4.83,614.21,0.92,16,2589,17,59.93,369
8/26/23 10:00,August,2023,Q3,Morning,eco-friendly accessories,ethical fashion brands,biodegradable outdoor clothing,Australia,TikTok,Image gallery,Mobile,1420,65,1259,32535,0.79,13.81,152,18,59.45,5.52,58.37,37.35,2.92,192,197,43.03,21.93,Homepage,56.33,6.46,1895,71.5,9428.17,8.37,2,568.08,0.45,476,118,16,15.4,116
8/26/23 11:00,August,2023,Q3,Morning,organic cotton apparel,green fashion trends,where to buy recycled polyester running shorts,Mexico,Instagram,Video,Mobile,8644,19,1342,48090,3.96,35.96,778,27,14.97,9.89,92.04,-0.45,2.04,438,92,42.42,49.47,Blog Post,14.09,8.21,1775,61.41,2710.45,6.38,2.43,892.11,0.32,54,4783,7,27.26,1365
8/26/23 12:00,August,2023,Q3,Afternoon,sustainable outdoor gear,eco-friendly sportswear,biodegradable outdoor clothing,United Kingdom,Pinterest,Shorts,Tablet,1114,23,430,38948,6.56,5.28,742,28,76.73,6.1,94.63,3.84,2.2,139,196,77.86,42.52,Homepage,29.78,9.25,4984,65.3,8746.95,3.71,2.44,775.18,0.95,339,651,16,57.46,1304
8/26/23 13:00,August,2023,Q3,Afternoon,sustainable outdoor gear,ethical fashion brands,carbon-neutral activewear,United States,Instagram,Product page,Tablet,2559,39,689,48842,8.68,21.54,841,80,58.07,5.47,70.27,20.17,9.67,426,208,73.01,32.7,Blog Post,67.67,2.99,2049,88.82,7727.39,5.51,3.24,439.39,0.99,173,1942,14,55.73,1171
8/26/23 14:00,August,2023,Q3,Afternoon,organic cotton apparel,green fashion trends,sustainable fashion for athletes,Germany,Twitter,Blog post,Desktop,6351,97,1385,44645,4.57,48.37,667,28,21.75,2.54,83.77,38.73,11.35,94,516,57.38,28.06,Product Page,72.81,6.64,3139,61.39,7508.56,9.78,4.57,645.92,0.68,463,4608,2,67.28,1046
8/26/23 15:00,August,2023,Q3,Afternoon,vegan leather handbags,green fashion trends,where to buy recycled polyester running shorts,United Kingdom,Facebook,Shorts,Tablet,1678,41,2271,15283,3.65,25.13,235,20,76.5,6.56,86,34.18,7.81,142,204,56.63,21.5,Category Page,27.98,6.21,2482,71.99,5589.08,7.39,4.11,154.09,0.17,406,1869,15,29.94,843
8/26/23 16:00,August,2023,Q3,Afternoon,vegan leather handbags,eco-friendly sportswear,eco-friendly clothing for hikers,Germany,TikTok,Video,Mobile,3931,14,2669,2634,2.61,9.35,134,60,74.02,9.43,50.46,-5.96,11.84,380,58,49.09,39.2,Product Page,72.13,3.72,3608,67.92,3009.39,4.78,1.85,347.05,0.39,187,2195,10,53.89,1326
8/26/23 17:00,August,2023,Q3,Afternoon,sustainable outdoor gear,green fashion trends,sustainable fashion for athletes,Germany,TikTok,Shorts,Desktop,8137,24,2423,42442,6.4,28.01,626,29,75.98,4.88,64.88,49.63,13.45,264,389,73.62,28.31,Blog Post,27.7,6.91,2475,76.98,5712.44,8.73,1.34,885.78,0.15,398,181,0,12.43,809
8/26/23 18:00,August,2023,Q3,Evening,recycled fabric dresses,eco-friendly hiking gear,carbon-neutral activewear,Australia,Twitter,Infographic,Tablet,9548,46,2120,21718,5.47,45.78,798,23,78.12,8.59,92.26,13.91,8.15,432,558,69.9,28,Blog Post,89.28,2.16,2380,84.12,9852.67,3.81,2.97,359.07,0.29,392,2410,15,59.41,830
8/26/23 19:00,August,2023,Q3,Evening,recycled fabric dresses,eco-friendly sportswear,best organic cotton t-shirts in the US,Mexico,Pinterest,Video,Laptop,8200,89,490,16660,5.08,25.06,659,29,27.25,7.04,85.8,40.93,3.91,379,124,55.64,17.87,Product Page,10.56,6.8,3011,57.4,6989.62,2.1,3.58,818.98,0.3,202,4053,19,31.77,644
8/26/23 20:00,August,2023,Q3,Evening,sustainable outdoor gear,sustainable activewear,sustainable fashion for athletes,United States,Snapchat,Blog post,Desktop,4473,44,1299,38372,6.27,49.08,198,62,55.2,7.48,80.6,4.28,8.89,424,144,52.11,18.38,Category Page,67.22,7.86,4108,52.91,1129.26,5,4.78,152.66,0.58,282,4050,1,29.05,145
8/26/23 21:00,August,2023,Q3,Evening,organic cotton apparel,ethical fashion brands,where to buy recycled polyester running shorts,United Kingdom,Twitter,Blog post,Desktop,923,84,2530,49621,3.8,29.6,319,12,24.86,9.98,71.45,-5.49,7.08,268,458,51.14,10.49,Blog Post,83.29,5.77,4646,89.57,8159.73,4.94,2.89,252.93,0.18,181,3618,11,52.73,847
8/26/23 22:00,August,2023,Q3,Evening,sustainable outdoor gear,green fashion trends,carbon-neutral activewear,United Kingdom,Pinterest,Shorts,Mobile,4267,32,1699,47078,1.5,19.5,458,85,11.73,6.1,80.95,39.13,2.7,153,366,71.89,33.65,Product Page,87.29,2.33,2429,69.76,8478.93,1.39,3.42,210.45,0.29,365,4046,10,17.72,837
8/26/23 23:00,August,2023,Q3,Evening,vegan leather handbags,eco-friendly hiking gear,best organic cotton t-shirts in the US,United States,Snapchat,Image gallery,Desktop,3639,13,1588,21811,5.58,17.71,538,17,66.35,7.02,95.64,21.99,7.18,172,354,51.03,10.22,Product Page,24.73,5.48,2781,80.96,4389.18,2.1,1.62,845.81,0.26,421,2971,12,21.76,991
8/27/23 0:00,August,2023,Q3,Night,eco-friendly clothing,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,Germany,Instagram,Infographic,Desktop,9283,24,635,3891,6.47,29.38,449,13,25.7,6.66,77.82,19.42,12.65,84,401,55,48.82,Product Page,10.34,8.59,2700,80.97,6413.28,1.44,2.52,559.3,0.54,188,370,11,69,279
